filename,subject_id,image_id,gender,glasses,eye_state,reflections,lighting,sensor_id
Closed_Eyes/s0001_00001_0_0_0_0_0_01.png,s0001,00001,0,0,0,0,0,01
Closed_Eyes/s0001_00002_0_0_0_0_0_01.png,s0001,00002,0,0,0,0,0,01
Closed_Eyes/s0001_00003_0_0_0_0_0_01.png,s0001,00003,0,0,0,0,0,01
Closed_Eyes/s0001_00004_0_0_0_0_0_01.png,s0001,00004,0,0,0,0,0,01
Closed_Eyes/s0001_00005_0_0_0_0_0_01.png,s0001,00005,0,0,0,0,0,01
Closed_Eyes/s0001_00006_0_0_0_0_0_01.png,s0001,00006,0,0,0,0,0,01
Closed_Eyes/s0001_00007_0_0_0_0_0_01.png,s0001,00007,0,0,0,0,0,01
Closed_Eyes/s0001_00008_0_0_0_0_0_01.png,s0001,00008,0,0,0,0,0,01
Closed_Eyes/s0001_00009_0_0_0_0_0_01.png,s0001,00009,0,0,0,0,0,01
Closed_Eyes/s0001_00011_0_0_0_0_0_01.png,s0001,00011,0,0,0,0,0,01
Closed_Eyes/s0001_00013_0_0_0_0_0_01.png,s0001,00013,0,0,0,0,0,01
Closed_Eyes/s0001_00014_0_0_0_0_0_01.png,s0001,00014,0,0,0,0,0,01
Closed_Eyes/s0001_00015_0_0_0_0_0_01.png,s0001,00015,0,0,0,0,0,01
Closed_Eyes/s0001_00016_0_0_0_0_0_01.png,s0001,00016,0,0,0,0,0,01
Closed_Eyes/s0001_00017_0_0_0_0_0_01.png,s0001,00017,0,0,0,0,0,01
Closed_Eyes/s0001_00018_0_0_0_0_0_01.png,s0001,00018,0,0,0,0,0,01
Closed_Eyes/s0001_00019_0_0_0_0_0_01.png,s0001,00019,0,0,0,0,0,01
Closed_Eyes/s0001_00020_0_0_0_0_0_01.png,s0001,00020,0,0,0,0,0,01
Closed_Eyes/s0001_00021_0_0_0_0_0_01.png,s0001,00021,0,0,0,0,0,01
Closed_Eyes/s0001_00022_0_0_0_0_0_01.png,s0001,00022,0,0,0,0,0,01
Closed_Eyes/s0001_00023_0_0_0_0_0_01.png,s0001,00023,0,0,0,0,0,01
Closed_Eyes/s0001_00024_0_0_0_0_0_01.png,s0001,00024,0,0,0,0,0,01
Closed_Eyes/s0001_00037_0_0_0_0_0_01.png,s0001,00037,0,0,0,0,0,01
Closed_Eyes/s0001_00115_0_0_0_0_0_01.png,s0001,00115,0,0,0,0,0,01
Closed_Eyes/s0001_00117_0_0_0_0_0_01.png,s0001,00117,0,0,0,0,0,01
Closed_Eyes/s0001_00119_0_0_0_0_0_01.png,s0001,00119,0,0,0,0,0,01
Closed_Eyes/s0001_00121_0_0_0_0_0_01.png,s0001,00121,0,0,0,0,0,01
Closed_Eyes/s0001_00123_0_0_0_0_0_01.png,s0001,00123,0,0,0,0,0,01
Closed_Eyes/s0001_00124_0_0_0_0_0_01.png,s0001,00124,0,0,0,0,0,01
Closed_Eyes/s0001_00125_0_0_0_0_0_01.png,s0001,00125,0,0,0,0,0,01
