filename,subject_id,image_id,gender,glasses,eye_state,reflections,lighting,sensor_id
closed_eye/s0001_00001_0_0_0_0_0_01.png,s0001,00001,0,0,0,0,0,01
closed_eye/s0001_00002_0_0_0_0_0_01.png,s0001,00002,0,0,0,0,0,01
closed_eye/s0001_00003_0_0_0_0_0_01.png,s0001,00003,0,0,0,0,0,01
closed_eye/s0001_00004_0_0_0_0_0_01.png,s0001,00004,0,0,0,0,0,01
closed_eye/s0001_00005_0_0_0_0_0_01.png,s0001,00005,0,0,0,0,0,01
closed_eye/s0001_00006_0_0_0_0_0_01.png,s0001,00006,0,0,0,0,0,01
closed_eye/s0001_00007_0_0_0_0_0_01.png,s0001,00007,0,0,0,0,0,01
closed_eye/s0001_00008_0_0_0_0_0_01.png,s0001,00008,0,0,0,0,0,01
closed_eye/s0001_00009_0_0_0_0_0_01.png,s0001,00009,0,0,0,0,0,01
closed_eye/s0001_00010_0_0_0_0_0_01.png,s0001,00010,0,0,0,0,0,01
closed_eye/s0001_00011_0_0_0_0_0_01.png,s0001,00011,0,0,0,0,0,01
closed_eye/s0001_00012_0_0_0_0_0_01.png,s0001,00012,0,0,0,0,0,01
closed_eye/s0001_00013_0_0_0_0_0_01.png,s0001,00013,0,0,0,0,0,01
closed_eye/s0001_00014_0_0_0_0_0_01.png,s0001,00014,0,0,0,0,0,01
closed_eye/s0001_00015_0_0_0_0_0_01.png,s0001,00015,0,0,0,0,0,01
closed_eye/s0001_00016_0_0_0_0_0_01.png,s0001,00016,0,0,0,0,0,01
closed_eye/s0001_00017_0_0_0_0_0_01.png,s0001,00017,0,0,0,0,0,01
closed_eye/s0001_00018_0_0_0_0_0_01.png,s0001,00018,0,0,0,0,0,01
closed_eye/s0001_00019_0_0_0_0_0_01.png,s0001,00019,0,0,0,0,0,01
closed_eye/s0001_00020_0_0_0_0_0_01.png,s0001,00020,0,0,0,0,0,01
closed_eye/s0001_00021_0_0_0_0_0_01.png,s0001,00021,0,0,0,0,0,01
closed_eye/s0001_00022_0_0_0_0_0_01.png,s0001,00022,0,0,0,0,0,01
closed_eye/s0001_00023_0_0_0_0_0_01.png,s0001,00023,0,0,0,0,0,01
closed_eye/s0001_00024_0_0_0_0_0_01.png,s0001,00024,0,0,0,0,0,01
closed_eye/s0001_00025_0_0_0_0_0_01.png,s0001,00025,0,0,0,0,0,01
closed_eye/s0001_00026_0_0_0_0_0_01.png,s0001,00026,0,0,0,0,0,01
closed_eye/s0001_00027_0_0_0_0_0_01.png,s0001,00027,0,0,0,0,0,01
closed_eye/s0001_00028_0_0_0_0_0_01.png,s0001,00028,0,0,0,0,0,01
closed_eye/s0001_00029_0_0_0_0_0_01.png,s0001,00029,0,0,0,0,0,01
closed_eye/s0001_00030_0_0_0_0_0_01.png,s0001,00030,0,0,0,0,0,01
closed_eye/s0001_00031_0_0_0_0_0_01.png,s0001,00031,0,0,0,0,0,01
closed_eye/s0001_00032_0_0_0_0_0_01.png,s0001,00032,0,0,0,0,0,01
closed_eye/s0001_00033_0_0_0_0_0_01.png,s0001,00033,0,0,0,0,0,01
closed_eye/s0001_00034_0_0_0_0_0_01.png,s0001,00034,0,0,0,0,0,01
closed_eye/s0001_00035_0_0_0_0_0_01.png,s0001,00035,0,0,0,0,0,01
closed_eye/s0001_00036_0_0_0_0_0_01.png,s0001,00036,0,0,0,0,0,01
closed_eye/s0001_00037_0_0_0_0_0_01.png,s0001,00037,0,0,0,0,0,01
closed_eye/s0001_00038_0_0_0_0_0_01.png,s0001,00038,0,0,0,0,0,01
closed_eye/s0001_00039_0_0_0_0_0_01.png,s0001,00039,0,0,0,0,0,01
closed_eye/s0001_00040_0_0_0_0_0_01.png,s0001,00040,0,0,0,0,0,01
closed_eye/s0001_00041_0_0_0_0_0_01.png,s0001,00041,0,0,0,0,0,01
closed_eye/s0001_00042_0_0_0_0_0_01.png,s0001,00042,0,0,0,0,0,01
closed_eye/s0001_00043_0_0_0_0_0_01.png,s0001,00043,0,0,0,0,0,01
closed_eye/s0001_00044_0_0_0_0_0_01.png,s0001,00044,0,0,0,0,0,01
closed_eye/s0001_00045_0_0_0_0_0_01.png,s0001,00045,0,0,0,0,0,01
closed_eye/s0001_00047_0_0_0_0_0_01.png,s0001,00047,0,0,0,0,0,01
closed_eye/s0001_00048_0_0_0_0_0_01.png,s0001,00048,0,0,0,0,0,01
closed_eye/s0001_00049_0_0_0_0_0_01.png,s0001,00049,0,0,0,0,0,01
closed_eye/s0001_00050_0_0_0_0_0_01.png,s0001,00050,0,0,0,0,0,01
closed_eye/s0001_00051_0_0_0_0_0_01.png,s0001,00051,0,0,0,0,0,01
closed_eye/s0001_00052_0_0_0_0_0_01.png,s0001,00052,0,0,0,0,0,01
closed_eye/s0001_00053_0_0_0_0_0_01.png,s0001,00053,0,0,0,0,0,01
closed_eye/s0001_00054_0_0_0_0_0_01.png,s0001,00054,0,0,0,0,0,01
